"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Neurochemical Pathways","Study Design and Model","Key Behavioral Outcomes"
"Butyrate ameliorates chronic alcoholic central nervous damage by suppressing microglia-mediated neuroinflammation and modulating the microbiome-gut-brain axis.","https://scispace.com/paper/36709599","2023","Journal Article","Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie","Wei
Yu
Zhang
Ren
Guo
Wang
Chen
Li
Zhang
Wang
Liu","10.1016/j.biopha.2023.114308","","- **Relevance Score:** 61/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Modulates microbiome‑gut‑brain axis with butyrate but lacks detailed neurochemical pathway description; reports improved cognition and memory linked to axis modulation.","Alcohol abuse triggers neuroinflammation, leading to neuronal damage and further memory and cognitive impairment. Few satisfactory advances have been made in the management of alcoholic central nervous impairment. Therefore, novel and more practical treatment options are urgently needed. Butyrate, a crucial metabolite of short-chain fatty acids (SCFAs), has been increasingly demonstrated to protect against numerous metabolic diseases. However, the impact of butyrate on chronic alcohol consumption-induced central nervous system (CNS) lesions remains unknown.","","",""
"Gut microbiota disturbance during helminth infection: can it affect cognition and behaviour of children?","https://scispace.com/paper/gut-microbiota-disturbance-during-helminth-infection-can-it-1wcq2hf2p8","2017","Journal Article","BMC Infectious Diseases","Vanina Guernier
Bradley Brennan
Bradley Brennan
Laith Yakob
Gabriel J. Milinovich
Archie C. A. Clements
Ricardo J. Soares Magalhães","10.1186/S12879-016-2146-2","https://scispace.com/pdf/gut-microbiota-disturbance-during-helminth-infection-can-it-1wcq2hf2p8.pdf","- **Relevance Score:** 61/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Mentions microbiota‑gut‑brain axis and links helminth‑induced dysbiosis to child cognition, but lacks detailed description of specific neurotransmitters or hormonal circuits.","Bidirectional signalling between the brain and the gastrointestinal tract is regulated at neural, hormonal, and immunological levels. Recent studies have shown that helminth infections can alter the normal gut microbiota. Studies have also shown that the gut microbiota is instrumental in the normal development, maturation and function of the brain. The pathophysiological pathways by which helminth infections contribute to altered cognitive function remain poorly understood. We put forward the hypothesis that gastrointestinal infections with parasitic worms, such as helminths, induce an imbalance of the gut-brain axis, which, in turn, can detrimentally manifest in brain development. Factors supporting this hypothesis are: 1) research focusing on intelligence and school performance in school-aged children has shown helminth infections to be associated with cognitive impairment, 2) disturbances in gut microbiota have been shown to be associated with important cognitive developmental effects, and 3) helminth infections have been shown to alter the gut microbiota structure. Evidence on the complex interactions between extrinsic (parasite) and intrinsic (host-derived) factors has been synthesised and discussed. While evidence in favour of the helminth-gut microbiota-central nervous system hypothesis is circumstantial, it would be unwise to rule it out as a possible mechanism by which gastrointestinal helminth infections induce childhood cognitive morbidity. Further empirical studies are necessary to test an indirect effect of helminth infections on the modulation of mood and behaviour through its effects on the gut microbiota.","","",""
"A Metal-Polyphenol-Based Antidepressant for Alleviating Colitis-Associated Mental Disorders.","https://scispace.com/paper/39623787","2025","Journal Article","Advanced materials (Deerfield Beach, Fla.)","Wang
Wang
Xu
An
Cui
Zhang
Tian
Li
Wu","10.1002/adma.202410993","","- **Relevance Score:** 61/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses metal‑polyphenol nanodrug to modulate gut microbiota and restore neurotransmitter balance, but details of specific signaling pathways are limited. Demonstrates depression‑like behavior improvement linked to axis modulation.","Emerging evidence suggests that patients with inflammatory bowel diseases (IBDs) are predisposed to psychosocial disturbances, such as depression and anxiety. Regrettably, clinical antidepressants exhibit unsatisfactory therapeutic efficacy in IBD-associated psychosocial disturbances, primarily attributed to the inherent intestinal disorders and intricate bidirectional relationship between the gut and the brain. Herein, we report a metal-polyphenol-based antidepressant to alleviate mental disorders in dextran sulfate sodium-induced experimental acute colitis mice via modulating the microbiota-gut-brain axis. The antidepressant, termed CSMTC, comprises a core of melittin-encapsulated natural antioxidant enzymes (i.e., catalase and superoxide dismutase) and a protective shell composed of tannic acid-cerium ion network. Upon oral administration to colitis mice, CSMTC can effectively restore colonic redox balance, reinforce the intestinal barrier, modulate gut microbiota composition, maintain the blood-brain barrier integrity, and regulate systemic immune responses. Notably, behavioral test results reveal that CSMTC significantly alleviates the colitis-associated mental disorder (e.g., depression-like behavior) via the microbiota-gut-brain axis by reducing neuroinflammation, enhancing hippocampal neural plasticity, modulating hippocampal immune responses, and restoring neurotransmitter homeostasis. This work may have implications for the development of new nanodrugs for treating inflammation-associated complications.","","",""
"The Microbiota-Gut-Brain Axis and Alzheimer's Disease: Neuroinflammation Is to Blame?","https://scispace.com/paper/the-microbiota-gut-brain-axis-and-alzheimer-s-disease-2mte7qxh8v","2020","Journal Article","Nutrients","Ashwinipriyadarshini Megur
Daiva Baltriukienė
Virginija Bukelskienė
Aurelijus Burokas","10.3390/NU13010037","https://scispace.com/pdf/the-microbiota-gut-brain-axis-and-alzheimer-s-disease-2mte7qxh8v.pdf","- **Relevance Score:** 61/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses mouse RNA‑seq to link aromatic amino‑acid metabolites and inflammatory genes with short‑term memory; mentions bacterial species influencing brain activity but lacks detailed neurotransmitter or circuit descriptions.","For years, it has been reported that Alzheimer’s disease (AD) is the most common cause of dementia. Various external and internal factors may contribute to the early onset of AD. This review highlights a contribution of the disturbances in the microbiota–gut–brain (MGB) axis to the development of AD. Alteration in the gut microbiota composition is determined by increase in the permeability of the gut barrier and immune cell activation, leading to impairment in the blood–brain barrier function that promotes neuroinflammation, neuronal loss, neural injury, and ultimately AD. Numerous studies have shown that the gut microbiota plays a crucial role in brain function and changes in the behavior of individuals and the formation of bacterial amyloids. Lipopolysaccharides and bacterial amyloids synthesized by the gut microbiota can trigger the immune cells residing in the brain and can activate the immune response leading to neuroinflammation. Growing experimental and clinical data indicate the prominent role of gut dysbiosis and microbiota–host interactions in AD. Modulation of the gut microbiota with antibiotics or probiotic supplementation may create new preventive and therapeutic options in AD. Accumulating evidences affirm that research on MGB involvement in AD is necessary for new treatment targets and therapies for AD.","","",""
"Long-term exposure to polystyrene microplastics reduces macrophages and affects the microbiota-gut-brain axis in mice.","https://scispace.com/paper/39265698","2024","Journal Article","Toxicology","Kuai
Chen
Xie
Chen
He
Gao
Yu","10.1016/j.tox.2024.153951","","- **Relevance Score:** 61/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Describes microbiota‑gut‑brain axis alterations and depression in mice, but only mentions general metabolic changes and immune signaling, not specific neurochemical pathways; reports depressive behavior linked to axis modulation.","The remarkably increase in plastic use has led to worldwide pollution involving microplastics (MPs), which have been shown to be potentially hazardous substances. Although several studies have focused on the effects of small MPs on the brain and behavior of aquatic species, their effects on the mouse brain and the underlying mechanisms remain unclear. Our study's aim was to investigate the effects of long-term oral ingestion of different sizes of MPs (0.1, 5, and 50 μm) on mouse colon tissue. Of these sizes, the smallest (0.1 μm) had the greatest effect. Pre-administration of MP promotes colitis but reduces tumor growth in a colitis-associated colorectal cancer (CAC) mouse mode. MPs can increase inflammation in mice via activation of the very late antigen 4-vascular cell adhesion molecule 1 (VLA4-VCAM1) signaling pathway in macrophages, while also inducing macrophage reduction in the late phase of inflammation. In the microbiota-gut-brain axis, polystyrene MP treatment altered bile acid and carbohydrate metabolism in the intestine, inhibited intestinal motility, reduced water reabsorption, and led to a certain degree of depression in mice. These findings suggest that small MPs can induce macrophage reduction, thereby affecting the physical and mental health by modulating the microbiota-gut-brain axis.","","",""
"The neuro-endocrinological role of microbial glutamate and GABA signaling","https://scispace.com/paper/the-neuro-endocrinological-role-of-microbial-glutamate-and-26v0k87cuo","2016","Journal Article","Frontiers in Microbiology","Roberto Mazzoli
Enrica Pessione","10.3389/FMICB.2016.01934","https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2016.01934/pdf","- **Relevance Score:** 52/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses detailed review of microbial glutamate/GABA production and receptor signaling to map gut‑brain neurochemical pathways; does not present original behavioral data linking these pathways to cognition, mood, or anxiety.","Gut microbiota provides the host with multiple functions (e.g., by contributing to food digestion, vitamin supplementation and defense against pathogenic strains) and interacts with the host organism through both direct contact (e.g., through surface antigens) and soluble molecules, which are produced by the microbial metabolism. The existence of the so-called gut-brain axis of bi-directional communication between the gastrointestinal tract and the central nervous system also supports a communication pathway between the gut microbiota and neural circuits of the host, including the central nervous system. An increasing body of evidence has shown that gut microbiota is able to modulate gut and brain functions, including the mood, cognitive functions and behavior of humans. Nonetheless, given the extreme complexity of this communication network, its comprehension is still at its early stage. The present contribution will attempt to provide a state-of-the art description of the mechanisms by which gut microbiota can affect the gut-brain axis and the multiple cellular and molecular communication circuits (i.e., neural, immune and humoral). In this context, special attention will be paid to the microbial strains that produce bioactive compounds and display ascertained or potential probiotic activity. Several neuroactive molecules (e.g., catecholamines, histamine, serotonin and trace amines,) will be considered, with special focus on Glu and GABA circuits, receptors and signaling. From the basic science viewpoint, “microbial endocrinology” deals with those theories in which neurochemicals, produced by both multicellular organisms and prokaryotes (e.g., serotonin, GABA, glutamate), are considered as a common shared language that enables interkingdom communication. With regards to its application, research in this area opens the way toward the possibility of the future use of neuroactive molecule-producing probiotics as therapeutic agents for the treatment of neurogastroenteric and/or psychiatric disorders.","","",""
"Microbiome and mind: current insights and future directions in gut-brain research","https://scispace.com/paper/microbiome-and-mind-current-insights-and-future-directions-4m0u0igowxh0","2024","Repository","","Priyanka Mehta","10.5281/zenodo.13788216","","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews microbial metabolites, immune and neuronal signaling but lacks detailed pathway diagrams; cites cognition, mood, and anxiety effects without original behavioral data.","Recent research has increasingly focused on the relationship between gut microbiota and neurological disorders, revealing the broad role of gut microbiota in modulating various physiological and pathological conditions. The bidirectional communication between the brain and gut microbiota is now recognized as crucial for maintaining homeostasis. This gut-brain axis encompasses the central nervous system (CNS), neuroendocrine and neuroimmune systems; autonomic nervous system, enteric nervous system, and intestinal microbiota. Probiotics, which are live microorganisms similar to beneficial gut microbes, have been shown to modulate numerous conditions, including metabolic disorders, behavioral issues, and cognitive functions. Over the past decade, gut microbiota has emerged as a key regulator of brain processes and behavior. Diet significantly influences gut microbiota composition throughout life, and its impact on brain health via microbiota is gaining attention. Identified mechanisms of gut-to-brain communication include microbial metabolites, immune responses, neuronal signaling, and metabolic pathways, all potentially modifiable by diet. Animal studies on nutritional interventions targeting the microbiota-gut-brain axis have advanced our understanding of diet’s role in this complex interaction. This review summarizes current literature on the interplay between diet, microbiota, and host behavior/brain processes, explores underlying mechanisms, and discusses factors influencing dietary intervention responsiveness and the microbiota's role in modulating diet's effects on brain health. ","","",""
"The role of gut microbiota in the gut-brain axis: current challenges and perspectives","https://scispace.com/paper/the-role-of-gut-microbiota-in-the-gut-brain-axis-current-1t7pcrb16z","2013","Journal Article","Protein & Cell","Xiao Chen
Roshan D'Souza
Seong-Tshool Hong","10.1007/S13238-013-3017-X","https://scispace.com/pdf/the-role-of-gut-microbiota-in-the-gut-brain-axis-current-1t7pcrb16z.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews gut‑brain axis concepts and mentions neurotransmitter and metabolite involvement, but lacks detailed pathway analysis; cites behavioral effects broadly without specific experimental data.","Brain and the gastrointestinal (GI) tract are intimately connected to form a bidirectional neurohumoral communication system. The communication between gut and brain, knows as the gut-brain axis, is so well established that the functional status of gut is always related to the condition of brain. The researches on the gut-brain axis were traditionally focused on the psychological status affecting the function of the GI tract. However, recent evidences showed that gut microbiota communicates with the brain via the gut-brain axis to modulate brain development and behavioral phenotypes. These recent findings on the new role of gut microbiota in the gut-brain axis implicate that gut microbiota could associate with brain functions as well as neurological diseases via the gut-brain axis. To elucidate the role of gut microbiota in the gut-brain axis, precise identification of the composition of microbes constituting gut microbiota is an essential step. However, identification of microbes constituting gut microbiota has been the main technological challenge currently due to massive amount of intestinal microbes and the difficulties in culture of gut microbes. Current methods for identification of microbes constituting gut microbiota are dependent on omics analysis methods by using advanced high tech equipment. Here, we review the association of gut microbiota with the gut-brain axis, including the pros and cons of the current high throughput methods for identification of microbes constituting gut microbiota to elucidate the role of gut microbiota in the gut-brain axis.","","",""
"Antidepressive Effect of Natural Products and Their Derivatives Targeting BDNF-TrkB in Gut–Brain Axis","https://scispace.com/paper/antidepressive-effect-of-natural-products-and-their-273kchyq","2022","Journal Article","International Journal of Molecular Sciences","Humna Liaqat
Amna Parveen
Sun Yeou Kim","10.3390/ijms232314968","https://scispace.com/pdf/antidepressive-effect-of-natural-products-and-their-273kchyq.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews BDNF‑TrkB signaling within the gut‑brain axis and cites depression as a behavioral outcome, but lacks detailed mechanistic description of specific neurotransmitters or original behavioral data.","Modern neurological approaches enable detailed studies on the pathophysiology and treatment of depression. An imbalance in the microbiota–gut–brain axis contributes to the pathogenesis of depression. This extensive review aimed to elucidate the antidepressive effects of brain-derived neurotrophic factor (BDNF)-targeting therapeutic natural products and their derivatives on the gut–brain axis. This information could facilitate the development of novel antidepressant drugs. BDNF is crucial for neuronal genesis, growth, differentiation, survival, plasticity, and synaptic transmission. Signaling via BDNF and its receptor tropomyosin receptor kinase B (TrkB) plays a vital role in the etiopathogenesis of depression and the therapeutic mechanism of antidepressants. This comprehensive review provides information to researchers and scientists for the identification of novel therapeutic approaches for neuropsychiatric disorders, especially depression and stress. Future research should aim to determine the possible causative role of BDNF-TrkB in the gut–brain axis in depression, which will require further animal and clinical research as well as the development of analytical approaches.","","",""
"The narrative review of recent studies in understanding the relationship between gut (microbiota)-brain axis, nutrition and cognitive function","https://scispace.com/paper/the-narrative-review-of-recent-studies-in-understanding-the-28888i1h","2023","Journal Article","World nutrition journal","Taufiq Fredrik Pasiak
Tjhin Wiguna
Rini Sekartini
Juwalita Surapsari
Tonny Sundjaya
Erika Wasito
Ray Wagiu Basrowi","10.25220/wnj.v06.s2.0004","https://scispace.com/pdf/the-narrative-review-of-recent-studies-in-understanding-the-28888i1h.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses review of gut‑brain axis literature to mention neurotransmitter, hormone, and metabolite pathways, and links them to cognition and mood outcomes, but lacks detailed mechanistic analysis.","The concept of the gut (microbiota)-brain axis, which influences the development and function of the gastrointestinal, immune, neuroendocrine, and metabolic systems, is gaining popularity. Recent animal studies have demonstrated that the gut (microbiota)-brain axis also plays a role in establishing cognitive function. It is known that a disruption in the environment's microbiota balance can increase disease susceptibility in children. Historically, it has been hypothesized that neurodevelopmental disorders are the results of a disruption in children’s health. However, it is becoming clear that the gut microbiota and the central nervous system communicate in both directions, which could explain how microbiota affects cognitive function. Dietary factors also play important role in the central nervous system via the gut (microbiota)-brain axis, demonstrating the importance of nutrition in optimizing cognitive function. This narrative review of recently published studies and current knowledge aims to elucidate the relationship between the gut (microbiota)-brain axis and cognitive function, as well as the variables that may influence it.","","",""
"Alzheimer's disease and gut microbiota","https://scispace.com/paper/alzheimer-s-disease-and-gut-microbiota-3imnk7s29m","2016","Journal Article","Science China-life Sciences","Xu Hu
Tao Wang
Feng Jin","10.1007/S11427-016-5083-9","https://scispace.com/pdf/alzheimer-s-disease-and-gut-microbiota-3imnk7s29m.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses GF mouse studies to show microbiota influences HPA axis, BDNF expression, and stress responses, linking to altered behavior, but lacks detailed neurotransmitter or metabolite pathway descriptions.","Alzheimer’s disease (AD) is a most common neurodegenerative disorder, which associates with impaired cognition. Gut microbiota can modulate host brain function and behavior via microbiota-gut-brain axis, including cognitive behavior. Germ-free animals, antibiotics, probiotics intervention and diet can induce alterations of gut microbiota and gut physiology and also host cognitive behavior, increasing or decreasing risks of AD. The increased permeability of intestine and blood-brain barrier induced by gut microbiota disturbance will increase the incidence of neurodegeneration disorders. Gut microbial metabolites and their effects on host neurochemical changes may increase or decrease the risk of AD. Pathogenic microbes infection will also increase the risk of AD, and meanwhile, the onset of AD support the “hygiene hypothesis”. All the results suggest that AD may begin in the gut, and is closely related to the imbalance of gut microbiota. Modulation of gut microbiota through personalized diet or beneficial microbiota intervention will probably become a new treatment for AD.","","",""
"The Interaction of Gut Microbiota-brain Axis in Relation to Human Health with the Use of Animal Models","https://scispace.com/paper/the-interaction-of-gut-microbiota-brain-axis-in-relation-to-qmjyc1ln","2022","Book Chapter","","","10.5772/intechopen.105866","https://scispace.com/pdf/the-interaction-of-gut-microbiota-brain-axis-in-relation-to-qmjyc1ln.pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Mentions mapping gut‑derived neurotransmitters and suggests mood/anxiety effects, but lacks detailed pathway mechanisms and empirical behavioral data.","The human gastrointestinal tract harbors an extremely complex and dynamic microbial community, including archaea, bacteria, viruses and eukaryota. This gut microbiota usually works with the host to promote health but can sometimes initiate or promote disease. Dysbiosis relationship in gut health indicating the role gut microbiota in promoting the development and progression of brain health. The human gut microbiota is a complex and dynamics microbial community that plays an important role in protecting the host against pathogenic microbes, modulating immunity and regulating metabolic processes. The insights can be elucidated with help of latest omics technology and animal model studies. ","","",""
"Gut microbes exacerbate systemic inflammation and behavior disorders in neurologic disease CADASIL.","https://scispace.com/paper/37684694","2023","Journal Article","Microbiome","Liu
Men
Guo
Cai
Wu
Gao
Zhong
Guo
Ruan
Chou
Mai
Ping
Jiang
Zhou
Mou
Zhao
Lu","10.1186/s40168-023-01638-3","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10486110/pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows gut microbes worsen inflammation and behavior in CADASIL, linking microbiome to disease phenotype, but provides limited detail on specific neurotransmitter or hormonal signaling pathways.","Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) is a cerebral small vessel disease that carries mutations in NOTCH3. The clinical manifestations are influenced by genetic and environmental factors that may include gut microbiome.","","",""
"Fecal microbiota transplantation protects rotenone-induced Parkinson's disease mice via suppressing inflammation mediated by the lipopolysaccharide-TLR4 signaling pathway through the microbiota-gut-brain axis.","https://scispace.com/paper/34784980","2021","Journal Article","Microbiome","Zhao
Ning
Bao
Shang
Ma
Li
Zhang","10.1186/s40168-021-01107-9","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8597301/pdf","- **Relevance Score:** 50/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses FMT to modulate gut microbiota and suppress LPS‑TLR4 inflammation in a PD mouse model; reports motor improvements but lacks detailed neurochemical pathway analysis.","Parkinson's disease (PD) is a prevalent neurodegenerative disorder, displaying not only well-known motor deficits but also gastrointestinal dysfunctions. Consistently, it has been increasingly evident that gut microbiota affects the communication between the gut and the brain in PD pathogenesis, known as the microbiota-gut-brain axis. As an approach to re-establishing a normal microbiota community, fecal microbiota transplantation (FMT) has exerted beneficial effects on PD in recent studies. Here, in this study, we established a chronic rotenone-induced PD mouse model to evaluate the protective effects of FMT treatment on PD and to explore the underlying mechanisms, which also proves the involvement of gut microbiota dysbiosis in PD pathogenesis via the microbiota-gut-brain axis.","","",""
"Tryptophan metabolism: a link between the gut microbiota and brain","https://scispace.com/paper/tryptophan-metabolism-a-link-between-the-gut-microbiota-and-3qg5hnv6u8","2020","Journal Article","Advances in Nutrition","Kan Gao
Chunlong Mu
Aitak Farzi
Weiyun Zhu","10.1093/ADVANCES/NMZ127","","- **Relevance Score:** 41/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tryptophan metabolites to explain gut‑brain signaling and serotonergic regulation; does not report behavioral experiments or outcomes.","","","",""
"Neuro-Signals from Gut Microbiota: Perspectives for Brain Glioma.","https://scispace.com/paper/34199968","2021","Journal Article","Cancers","D'Alessandro
Lauro
Quaglio
Ghirga
Botta
Trettel
Limatola","10.3390/cancers13112810","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8200200/pdf","- **Relevance Score:** 41/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses gut microbiota‑derived neurotransmitters (dopamine, serotonin, glutamate, GABA) to propose mechanisms influencing glioma growth, but provides no data on cognition, mood, or other behaviors.","Glioblastoma (GBM) is the most aggressive form of glioma tumor in adult brain. Among the numerous factors responsible for GBM cell proliferation and invasion, neurotransmitters such as dopamine, serotonin and glutamate can play key roles. Studies performed in mice housed in germ-free (GF) conditions demonstrated the relevance of the gut-brain axis in a number of physiological and pathological conditions. The gut-brain communication is made possible by vagal/nervous and blood/lymphatic routes and pave the way for reciprocal modulation of functions. The gut microbiota produces and consumes a wide range of molecules, including neurotransmitters (dopamine, norepinephrine, serotonin, gamma-aminobutyric acid [GABA], and glutamate) that reach their cellular targets through the bloodstream. Growing evidence in animals suggests that modulation of these neurotransmitters by the microbiota impacts host neurophysiology and behavior, and affects neural cell progenitors and glial cells, along with having effects on tumor cell growth. In this review we propose a new perspective connecting neurotransmitter modulation by gut microbiota to glioma progression.","","",""
"The microbiome-gut-brain axis in nutritional neuroscience","https://scispace.com/paper/the-microbiome-gut-brain-axis-in-nutritional-neuroscience-171yy7gq","2022","Journal Article","Nutritional Neuroscience","Ahmet BURAN","10.1080/1028415x.2022.2128007","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews microbiome‑gut‑brain interactions but lacks detailed neurochemical pathway descriptions; mentions behavior generally without specific outcome data.","Emerging evidence is highlighting the microbiome as a key regulator of the effect of nutrition on gut-brain axis signaling. Nevertheless, it is not yet clear whether the impact of nutrition is moderating the microbiota-gut-brain interaction or if diet has a mediating role on microbiota composition and function to influence central nervous system function, brain phenotypes and behavior. Mechanistic evidence from cell-based in vitro studies, animal models and preclinical intervention studies are linking the gut microbiota to the effects of diet on brain function, but they have had limited translation to human intervention studies. While increasing evidence demonstrates the triangulating relationship between diet, microbiota, and brain function across the lifespan, future mechanistic and translational studies in the field of microbiota and nutritional neuroscience are warranted to inform potential strategies for prevention and management of several neurological, neurodevelopmental, neurodegenerative, and psychiatric disorders. This brief primer provides an overview of the most recent advances in the nutritional neuroscience – microbiome field, highlighting significant opportunities for future research. ","","",""
"Human Gut Microbiota, Gut–Brain Axis and the Role of Diet","https://scispace.com/paper/human-gut-microbiota-gut-brain-axis-and-the-role-of-diet-cbpx6dig","2022","Proceedings Article","","Pramod K. Gopal","10.3390/msf2022009051","https://scispace.com/pdf/human-gut-microbiota-gut-brain-axis-and-the-role-of-diet-cbpx6dig.pdf","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews gut‑brain axis mechanisms, mentions vagus nerve, immune signals, and bacterial metabolites, but lacks detailed neurochemical pathway descriptions. Discusses animal studies on mental health effects without presenting specific human behavioral data.","Human intestinal microbiota comprises bacteria, viruses, fungi, yeasts and bacteriophages. The human microbiota has a fundamental role in host physiology and pathology. This community starts to develop at birth and continues for two to three years, until it reaches a stable composition. It, however, continues to be influenced by different environmental and lifestyle factors throughout the host&rsquo;s lifespan. It has now become apparent that human gut microbiota plays a fundamental role in human health and physiology. Increasing evidence in last ten years has shown that intestinal bacteria can affect the central nervous system and behavior. The nervous system and the gastrointestinal tract are connected through a bidirectional network of signaling pathways called the gut&ndash;brain axis, which consists of multiple mechanisms including the vagus nerve, the immune system and bacterial metabolites and products. Diet is one of the major factors involved in shaping the composition of human gut microbiota. One of the emerging areas of research is whether and how diet can affect the nervous system via its effect on gut microbiota. The majority of studies have employed animal models to advance our understanding of the role of nutritional interventions on the microbiota&ndash;gut&ndash;brain axis and its potential benefits for mental health. Although animal studies have shown great promise, evidence from human clinical studies is still limited. ","","",""
"The microbiota-gut-brain axis. a study in zebrafish (danio rerio)","https://scispace.com/paper/the-microbiota-gut-brain-axis-a-study-in-zebrafish-danio-1b8e5vfbtt","2015","","","Luca Borrelli","10.6092/UNINA/FEDOA/10221","https://scispace.com/pdf/the-microbiota-gut-brain-axis-a-study-in-zebrafish-danio-1b8e5vfbtt.pdf","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses zebrafish probiotic treatment to show increased brain BDNF and suggests vagal involvement, but provides no concrete behavioral measurements linking these neurochemical changes.","The microbiota is essential in the host's physiology, development, reproduction, immune system, nutrient metabolism, in brain chemistry and behavior. The gut microbiota plays a crucial role in the bidirectional gut–brain axis, a communication that integrates the gut and central nervous system (CNS) activities, and thus, the concept of microbiota–gut–brain axis is emerging where the microbes have considered as signaling components in the gut-brain axis. Animal studies reveals, in particular, that gut bacteria influence the brain-derived neurotrophic factor (BDNF) levels, and behavior specially after probiotic administration. How this alterations in brain chemistry are related to specific behavioral changes is unclear but it will likely be a focus of future research efforts. Among these animal studies, to our knowledge, no studies on the microbiota–gut–brain axis in zebrafish (Danio rerio) have been carried out. We hypothesized that a continuous administration of an exogenous probiotic might also influence the host's behavior and neurochemical gene expression. The purpose of this study was to determine whether probiotic strain can modulate gut commensal bacteria influencing brain neurochemistry and behavior in zebrafish. Thus, we treated adult zebrafish for 28 days with Lactobacillus rhamnosus, a probiotic strain which is one of the main components of the commensal microflora of human intestinal tract and it is widely used as a probiotic in mammals to adult male and female AB wild tipe zebrafish. We established differences between treated with probiotic strain and control group in shoaling behavior pattern, using a Video Tracker software; we quantified brain-derived neurotrophic factor (BDNF) gene expression by using RT-qPCR; we at last analyzed the microbiota profiles within two experimental groups by sing the culture-independent methods such as Denaturing Gradient Gel Electrophoresis (DGGE) and Next-Generation Sequencing (NGS). The probiotic treated group, compared to the control group, showed a statistically significant near two-fold increase in BDNF gene expression, different shoaling behavioural pattern and a shift in microbiota composition with a significant increase of Firmicutes and a reduction of Proteobacteria. 
The results of each approach may support the existence of a microbiota–gut–brain axis, in adult zebrafish and in line with numerous animal studies we can speculate that microbiota manipulation could influence behavior and brain expression of BDNF.","","",""
"Combining Sensory Experiences with Internal Milieu in the Brain","https://scispace.com/paper/combining-sensory-experiences-with-internal-milieu-in-the-3nxjelrc","2022","Journal Article","Brain plasticity","Rafael Alejandro Piñeros Espinosa","10.3233/bpl-220142","https://scispace.com/pdf/combining-sensory-experiences-with-internal-milieu-in-the-3nxjelrc.pdf","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions gut microbiome influence on affective responses and brain activity, but lacks detailed neurochemical pathways; briefly notes behavioral associations without specific outcome data.","Understanding the brain is not only intrinsically fascinating to apprehend life’s complexity or to further progress in fundamental biosciences, but it is also highly relevant to increase our well-being since the brain exhibits a power over the body that makes it capable both of triggering illness or facilitating the healing process. Considering the dual role at play by the brain, using ascending and descending pathways to combine information issued from the external world and the internal environment, this review challenges the cerebro-centered vision of the brain. In our daily life, we construct a representation of the outside world by transforming chemical, pressure changes, and light waves into tastes, smells, touches, sounds and sights. In doing so, we create our experience of the external world by interpreting our senses through a process called exteroception. But to be compelling, this Descartes’ vision of the brain has to be completed by integration of events from inside our body. The way the brain constructs our inner sensations called interoception, is now starting to be unrevealed. As such, brain sciences have undergone, and will undergo, an important revolution, redefining its boundaries beyond the skull to prefer a more holistic vision carried out by the notion of an embodied brain acting as a coincidence detector to combine sensory experiences with corporeal homeostasis. The goal of this review is to highlight some mechanisms by which the brain activity is controlled by internal cues for better prediction. The gut-brain axis is here taken as a canonical example to discuss about the communication between the milieu intérieur and brain functions that shapes how we feel, and how we think. ","","",""
